job_id;company_id;title;min_salary;pay_period;formatted_work_type;location;applies;remote_allowed;views;formatted_experience_level;sponsored;company_size;industry;employee_count;follower_count
3692368330;90723074.0;Assistant Resource Center Manager;45052.0;YEARLY;Full-time;Tucson, AZ;0.0;0.0;6.0;Mid-Senior level;0;2.0;Non-profit Organization Management;96.0;548.0
3693032353;1180728.0;Legal Clerk;23.48;HOURLY;Full-time;Wichita, KS;1.0;0.0;15.0;Mid-Senior level;1;5.0;Staffing & Recruiting;366.0;6862.0
3693037942;487710.0;Secondary Science Teacher;55999.0;YEARLY;Full-time;Gallup, NM;12.0;0.0;17.0;Entry level;0;2.0;Primary/Secondary Education;805.0;1168.0
3693040696;43041.0;Float Pool Registered Nurse **PREMIUM PAY**;38.26;HOURLY;Full-time;Boise, ID;0.0;0.0;14.0;Associate;0;5.0;Hospital & Health Care;2637.0;12119.0
3693041907;10599076.0;PR & Corporate Communications Manager/Director;60.0;HOURLY;Full-time;Los Angeles Metropolitan Area;15.0;0.0;197.0;Director;1;3.0;Staffing & Recruiting;297.0;94000.0
3693041910;29686.0;Hardware Technical Project Manager;40.0;HOURLY;Full-time;Brooklyn Park, MN;9.0;0.0;37.0;Mid-Senior level;0;2.0;Staffing & Recruiting;163.0;118140.0
3693041930;7260.0;Bilingual Mandarin Electrical Engineer;27.0;HOURLY;Full-time;Ontario, CA;2.0;0.0;36.0;Entry level;0;4.0;Staffing & Recruiting;1200.0;196501.0
3693041955;81350906.0;Lead Game Designer;110000.0;YEARLY;Full-time;United States;21.0;1.0;126.0;Mid-Senior level;0;1.0;Computer Games;43.0;3774.0
3693041960;10801655.0;Senior Data Engineer;90000.0;YEARLY;Full-time;Virginia, United States;25.0;0.0;86.0;Mid-Senior level;0;7.0;Management Consulting;23951.0;537174.0
3693041970;701236.0;Auditor (Call Center);20.43;HOURLY;Full-time;Las Vegas, NV;10.0;0.0;60.0;Mid-Senior level;0;4.0;Financial Services;442.0;3527.0
3693041983;9454649.0;Customer Service Representative;16.0;YEARLY;Full-time;Reno, NV;2.0;0.0;35.0;Entry level;1;3.0;Wholesale;207.0;9525.0
3693042908;9223341.0;Rehabilitation Manager;115000.0;YEARLY;Full-time;Worcester, MA;0.0;0.0;18.0;Mid-Senior level;1;2.0;Staffing & Recruiting;140.0;9316.0
3693042936;79815.0;Program Scheduler;50.0;HOURLY;Contract;Minneapolis, MN;7.0;0.0;38.0;Mid-Senior level;0;2.0;Staffing & Recruiting;213.0;20560.0
3693042951;1656268.0;IT Collaboration Systems Engineer;90000.0;YEARLY;Full-time;North Wales, PA;42.0;1.0;157.0;Associate;0;5.0;Information Technology & Services;1540.0;180178.0
3693042971;2756204.0;Sales Executive;64000.0;YEARLY;Full-time;Hoboken, NJ;16.0;0.0;59.0;Entry level;0;4.0;Hospital & Health Care;853.0;193053.0
3693042974;18255.0;Director, Compliance - External Regulatory Audit Management;104400.0;YEARLY;Full-time;United States;62.0;1.0;541.0;Director;0;5.0;Insurance;3991.0;53303.0
3693042975;16742.0;Tax Manager- Private Client Services (PCS);125000.0;YEARLY;Full-time;United States;5.0;1.0;53.0;Mid-Senior level;0;5.0;Accounting;1681.0;40328.0
3693042983;6088.0;Accounts Payable Processor;17.5;HOURLY;Full-time;Kissimmee, FL;0.0;0.0;21.0;Associate;0;5.0;Staffing & Recruiting;5006.0;304520.0
3693043623;5235.0;Design Engineer;130000.0;YEARLY;Full-time;United States;112.0;1.0;860.0;Mid-Senior level;1;7.0;Human Resources;12457.0;2148565.0
3693043655;27057164.0;Director Of Procurement;180000.0;YEARLY;Full-time;New York, NY;81.0;0.0;265.0;Director;0;3.0;Staffing & Recruiting;19.0;8465.0
3693043689;11056.0;PC Technician;22.0;HOURLY;Contract;Covington, LA;0.0;0.0;345.0;Mid-Senior level;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693043700;11056.0;Manager of Retail IT Development ;65.0;HOURLY;Contract;Berkeley Heights, NJ;0.0;0.0;49.0;Mid-Senior level;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693043727;827183.0;Product Marketing Manager;95.0;HOURLY;Contract;Cupertino, CA;102.0;1.0;281.0;Mid-Senior level;1;3.0;Staffing & Recruiting;640.0;484901.0
3693043736;15240711.0;Senior Internal Auditor;95000.0;YEARLY;Full-time;Houston, TX;20.0;0.0;52.0;Mid-Senior level;0;4.0;Staffing & Recruiting;1592.0;207299.0
3693043742;10801655.0;Senior Data Engineer;90000.0;YEARLY;Full-time;Cleveland, OH;21.0;0.0;86.0;Mid-Senior level;0;7.0;Management Consulting;23951.0;537174.0
3693043812;25461.0;Graphic Designer;20.0;HOURLY;Contract;Grant, IL;38.0;0.0;118.0;Associate;1;5.0;Staffing & Recruiting;585.0;252599.0
3693043836;9223341.0;Family Partner;75000.0;YEARLY;Full-time;Worcester, MA;1.0;0.0;31.0;Associate;0;2.0;Staffing & Recruiting;140.0;9316.0
3693043839;7242.0;Data Architect – Enterprise Architecture Team-REMOTE;125580.0;YEARLY;Full-time;Florida, United States;32.0;1.0;291.0;Mid-Senior level;0;7.0;Retail;64102.0;221435.0
3693043840;4787.0;Change Management Advisor;35.0;HOURLY;Contract;Austin, Texas Metropolitan Area;48.0;1.0;184.0;Associate;0;5.0;Information Technology & Services;13092.0;1304791.0
3693043845;77143692.0;Restaurant Operations Shift Lead;25.0;HOURLY;Full-time;Hawthorne, CA;3.0;0.0;88.0;Mid-Senior level;0;2.0;Restaurants;53.0;2171.0
3693043848;67572051.0;Data Analyst;35.0;YEARLY;Contract;Oklahoma City, OK;0.0;0.0;148.0;Associate;0;5.0;Information Technology & Services;2015.0;285396.0
3693043849;6575603.0;Insurance Sales Representative;25.0;HOURLY;Contract;Hoffman Estates, IL;3.0;0.0;10.0;Associate;1;2.0;Staffing & Recruiting;118.0;174664.0
3693043850;10599076.0;Print Production Manager;80000.0;YEARLY;Full-time;Los Angeles Metropolitan Area;10.0;0.0;116.0;Mid-Senior level;0;3.0;Staffing & Recruiting;297.0;94000.0
3693043851;13713353.0;Oracle Database Administrator;55.0;HOURLY;Contract;Richmond, VA;0.0;0.0;129.0;Mid-Senior level;0;2.0;Information Technology & Services;6.0;769.0
3693043876;84645.0;Cisco Network Security Engineer;100000.0;YEARLY;Full-time;San Diego, CA;13.0;0.0;55.0;Mid-Senior level;0;4.0;Hospital & Health Care;555.0;37757.0
3693043878;1369363.0;Network Engineer;125000.0;YEARLY;Full-time;Fort George G. Meade, MD;8.0;0.0;44.0;Mid-Senior level;1;3.0;Information Technology & Services;278.0;3616.0
3693043881;157240.0;Solution Architect- Data Engineering Any Cloud must have Databricks;140000.0;YEARLY;Full-time;United States;67.0;1.0;181.0;Mid-Senior level;0;7.0;Information Technology & Services;296827.0;6146253.0
3693043945;124391.0;Staff Accountant- Family Office;100000.0;YEARLY;Full-time;New York, NY;9.0;0.0;40.0;Associate;0;1.0;Staffing & Recruiting;8.0;27915.0
3693043959;5235.0;Regional Revenue Cycle Director;95000.0;YEARLY;Full-time;Kansas City Metropolitan Area;5.0;0.0;34.0;Director;1;7.0;Human Resources;12457.0;2148565.0
3693043976;33264.0;Architect;90000.0;YEARLY;Full-time;Texas, United States;9.0;1.0;121.0;Mid-Senior level;1;7.0;Real Estate;1501.0;40899.0
3693044269;11056.0;Product Manager ;50.0;HOURLY;Contract;Englewood, CO;30.0;0.0;147.0;Mid-Senior level;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693044271;33278075.0;Accreditation Coordinator;16.0;YEARLY;Temporary;Doral, FL;0.0;0.0;4.0;Entry level;0;2.0;Staffing & Recruiting;33.0;10998.0
3693044277;17516.0;Operations Specialist - Education;50000.0;YEARLY;Full-time;United States;0.0;1.0;760.0;Associate;0;5.0;Information Technology & Services;2731.0;40702.0
3693044299;11056.0;Data Analyst;20.0;HOURLY;Contract;Beaverton, OR;0.0;0.0;99.0;Entry level;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693044300;11056.0;Report Writer;24.0;HOURLY;Full-time;United States;72.0;1.0;531.0;Associate;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693044307;969699.0;Financial Analyst;95000.0;YEARLY;Full-time;Charlotte, NC;78.0;0.0;175.0;Mid-Senior level;1;1.0;Staffing & Recruiting;7.0;7631.0
3693044310;4787.0;C++ Software Engineer;42.0;HOURLY;Contract;Peoria, IL;27.0;0.0;132.0;Mid-Senior level;1;5.0;Information Technology & Services;13092.0;1304791.0
3693044312;72483.0;General Manager;60000.0;YEARLY;Full-time;Lubbock County, TX;4.0;0.0;33.0;Mid-Senior level;1;7.0;Hospitality;7529.0;92033.0
3693044317;4787.0;PL/SQL Developer;53.0;HOURLY;Contract;Houston, TX;0.0;0.0;56.0;Associate;0;5.0;Information Technology & Services;13092.0;1304791.0
3693044318;266132.0;Desktop Services Technician;27.0;HOURLY;Contract;Arden Hills, MN;12.0;0.0;63.0;Entry level;1;3.0;Information Technology & Services;82.0;41090.0
3693044327;131001.0;Associate Attorney;100000.0;YEARLY;Full-time;Las Vegas, NV;0.0;0.0;29.0;Associate;0;2.0;Law Practice;77.0;624.0
3693044338;18921.0;Hospitality Associate;26.0;HOURLY;Full-time;Chicago, IL;15.0;0.0;56.0;Entry level;0;5.0;Staffing & Recruiting;557.0;80657.0
3693044340;95675928.0;Salesforce Technical Architect, GC/Citizens and Locals Only;160000.0;YEARLY;Full-time;Santa Clara, CA;3.0;0.0;36.0;Director;1;2.0;Staffing & Recruiting;23.0;3576.0
3693044349;131001.0;Associate Attorney;120000.0;YEARLY;Full-time;San Francisco, CA;9.0;0.0;65.0;Associate;1;2.0;Law Practice;77.0;624.0
3693044376;25461.0;Business Analyst;30.0;HOURLY;Contract;Lyon, MI;62.0;0.0;221.0;Associate;1;5.0;Staffing & Recruiting;585.0;252599.0
3693044419;7242.0;Senior QA Engineer – Supply Chain Demand;83265.0;YEARLY;Full-time;Lakeland, FL;26.0;0.0;120.0;Mid-Senior level;0;7.0;Retail;64102.0;221435.0
3693044420;17937.0;Package Designer;60000.0;YEARLY;Full-time;New York, NY;24.0;0.0;111.0;Mid-Senior level;0;3.0;Staffing & Recruiting;2577.0;516085.0
3693044456;16742.0;Tax Manager- Private Client Services (PCS);180000.0;YEARLY;Full-time;United States;6.0;1.0;45.0;Mid-Senior level;0;5.0;Accounting;1681.0;40328.0
3693044473;1372291.0;Information Technology Help Desk;28.0;HOURLY;Contract;Columbus, OH;0.0;0.0;36.0;Associate;1;1.0;Information Technology & Services;42.0;17265.0
3693044479;5235.0;Caseworker;55000.0;YEARLY;Full-time;Indianapolis, IN;4.0;0.0;30.0;Associate;0;7.0;Human Resources;12457.0;2148565.0
3693044480;1851642.0;Production Graphic Designer;29.0;HOURLY;Contract;Lake County, IL;29.0;0.0;108.0;Mid-Senior level;1;2.0;Staffing & Recruiting;18.0;47402.0
3693044491;911461.0;Process Engineer;40.0;HOURLY;Full-time;Plymouth, PA;47.0;1.0;199.0;Associate;1;5.0;Information Technology & Services;551.0;92576.0
3693044497;18348487.0;Director of eCommerce Website Product Management & Optimization;100000.0;YEARLY;Full-time;Monterey, CA;20.0;0.0;122.0;Director;1;5.0;Information Technology & Services;24457.0;2600159.0
3693044517;18660.0;Accounting Clerk;50000.0;YEARLY;Full-time;Medford, MA;5.0;0.0;23.0;Entry level;0;3.0;Transportation/Trucking/Railroad;295.0;5556.0
3693044535;70560.0;Area Facilities Manager;65000.0;YEARLY;Full-time;Fargo, ND;0.0;0.0;14.0;Mid-Senior level;1;2.0;Staffing & Recruiting;693.0;15169.0
3693044565;48682.0;Library Director;140056.0;YEARLY;Full-time;Hillsboro, OR;2.0;0.0;86.0;Director;1;4.0;Government Administration;739.0;4204.0
3693044578;42723251.0;Safety Engineer;110940.0;YEARLY;Full-time;California, United States;11.0;0.0;51.0;Associate;1;5.0;Government Administration;547.0;6936.0
3693044608;1656268.0;Planning Project manager - OKR;140000.0;YEARLY;Full-time;United States;245.0;1.0;616.0;Associate;0;5.0;Information Technology & Services;1540.0;180178.0
3693044634;163743.0;Client Partner - Banking Financial Services ;200000.0;YEARLY;Full-time;United States;70.0;1.0;335.0;Director;1;7.0;Information Technology & Services;29737.0;664218.0
3693044650;1681.0;Security Access Management Analyst ;22.0;HOURLY;Full-time;Pittsburgh, PA;39.0;0.0;127.0;Entry level;0;7.0;Staffing & Recruiting;32197.0;2610873.0
3693044673;17937.0;Senior Manager, Color and Artwork Development ;130000.0;YEARLY;Full-time;New York, NY;22.0;0.0;207.0;Mid-Senior level;1;3.0;Staffing & Recruiting;2577.0;516085.0
3693044748;42723251.0;Enforcement Complaint Analyst;5518.0;MONTHLY;Full-time;Santa Ana, CA;23.0;0.0;156.0;Associate;0;5.0;Government Administration;547.0;6936.0
3693044765;2615835.0;Principal Clinical Research Associate;150000.0;YEARLY;Full-time;Philadelphia, PA;69.0;1.0;183.0;Mid-Senior level;0;4.0;Staffing & Recruiting;187.0;43111.0
3693044800;1681.0;User Experience Designer;50.0;HOURLY;Full-time;Seattle, WA;49.0;0.0;149.0;Mid-Senior level;0;7.0;Staffing & Recruiting;32197.0;2610873.0
3693044806;2474662.0;Remote Global Success Factors Project Manager;90.0;HOURLY;Contract;United States;75.0;1.0;352.0;Associate;0;5.0;Staffing & Recruiting;1122.0;554261.0
3693044809;91447303.0;Commercial Lending Financial Analyst;25.0;HOURLY;Full-time;Newark, DE;18.0;0.0;60.0;Entry level;1;5.0;Information Technology & Services;3172.0;526046.0
3693044837;11056.0;Business Data Analyst;80.0;HOURLY;Full-time;United States;206.0;1.0;974.0;Mid-Senior level;1;5.0;Staffing & Recruiting;13096.0;1713168.0
3693044845;11056.0;Project Control Specialist;38.0;HOURLY;Contract;Houston, TX;12.0;0.0;79.0;Mid-Senior level;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693044873;11056.0;SAP Security Analyst;89000.0;YEARLY;Contract;Bryn Mawr, PA;28.0;0.0;129.0;Mid-Senior level;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693044890;766876.0;Compliance Manager with 10+ years experience;78.0;HOURLY;Contract;Mechanicsburg, PA;6.0;0.0;24.0;Associate;1;5.0;Staffing & Recruiting;772.0;353132.0
3693044891;2689946.0;Warehouse Associate;20.0;HOURLY;Contract;Butte, MT;2.0;0.0;12.0;Entry level;0;4.0;Information Technology & Services;237.0;157341.0
3693044911;15240711.0;Salesforce Administrator;85000.0;YEARLY;Contract;Nashville, TN;0.0;0.0;284.0;Mid-Senior level;1;4.0;Staffing & Recruiting;1592.0;207299.0
3693044914;1417153.0;Application Engineer;65000.0;YEARLY;Full-time;Grand Rapids Metropolitan Area;12.0;0.0;49.0;Mid-Senior level;1;1.0;Staffing & Recruiting;58.0;42851.0
3693044917;11056.0;Financial Services Data Entry;17.0;HOURLY;Contract;Phoenix, AZ;3.0;0.0;64.0;Associate;1;5.0;Staffing & Recruiting;13096.0;1713168.0
3693044925;1215629.0;Psychiatrist;200.0;HOURLY;Full-time;Swarthmore, PA;0.0;0.0;16.0;Mid-Senior level;0;2.0;Staffing & Recruiting;451.0;184924.0
3693044955;4035.0;Assistant General Manager, MTC Dining - 126042;66500.0;YEARLY;Full-time;Provo, UT;2.0;0.0;25.0;Mid-Senior level;0;5.0;Higher Education;14152.0;315738.0
3693044964;6424460.0;Enterprise, Strategic Customer Success Manager;80000.0;YEARLY;Full-time;San Francisco Bay Area;97.0;0.0;488.0;Mid-Senior level;0;3.0;Computer Software;379.0;10771.0
3693044984;4433.0;Finance Program Manager;60.0;HOURLY;Temporary;Seattle, WA;41.0;1.0;197.0;Mid-Senior level;0;7.0;Staffing & Recruiting;3297.0;586865.0
3693045179;25929.0;Lead Electrical Engineer;120000.0;YEARLY;Full-time;Augusta, GA;1.0;0.0;27.0;Mid-Senior level;0;2.0;Staffing & Recruiting;187.0;29429.0
3693045185;2875.0;Computing Systems - Fin Tech environment;100.0;HOURLY;Contract;San Francisco, CA;4.0;0.0;63.0;Mid-Senior level;1;3.0;Information Technology & Services;1056.0;261458.0
3693045191;632140.0;Product Owner;90.0;HOURLY;Contract;Chicago, IL;68.0;0.0;184.0;Mid-Senior level;0;5.0;Staffing & Recruiting;618.0;78968.0
3693045222;4419.0;Clinical Apps Professional 4- IS Systems Application- FT Remote;95300.0;YEARLY;Full-time;California, United States;6.0;1.0;129.0;Mid-Senior level;0;6.0;Hospital & Health Care;3837.0;35181.0
3693045232;373568.0;Accounts Payable Accountant;65000.0;YEARLY;Full-time;Los Angeles, CA;14.0;0.0;43.0;Associate;0;2.0;Staffing & Recruiting;361.0;215158.0
3693045236;869128.0;Research Associate;20.0;HOURLY;Contract;South San Francisco, CA;9.0;0.0;87.0;Associate;0;3.0;Information Technology & Services;217.0;91392.0
3693045241;215561.0;Software Engineer [72302];65.0;HOURLY;Contract;Bristol, CT;66.0;0.0;226.0;Mid-Senior level;0;2.0;Staffing & Recruiting;207.0;235722.0
3693045253;1681.0;AVP Digital Application Engineering Manager;160000.0;YEARLY;Full-time;Purchase, NY;16.0;0.0;94.0;Mid-Senior level;1;7.0;Staffing & Recruiting;32197.0;2610873.0
3693045257;9889773.0;Construction Project Manager;140000.0;YEARLY;Full-time;Los Angeles, CA;12.0;0.0;97.0;Mid-Senior level;0;3.0;Utilities;147.0;3590.0
3693045259;3364.0;Software Engineering Manager (C, AIX);150000.0;YEARLY;Full-time;Berkeley Heights, NJ;12.0;0.0;71.0;Mid-Senior level;0;7.0;Information Technology & Services;34702.0;603203.0
3693045260;84645.0;Cisco UC / Voice Engineer;100000.0;YEARLY;Full-time;San Diego, CA;8.0;0.0;58.0;Mid-Senior level;0;4.0;Hospital & Health Care;555.0;37757.0
3693045264;2684081.0;Kubernetes Engineer (100% Remote);65.0;HOURLY;Full-time;United States;137.0;1.0;394.0;Mid-Senior level;1;4.0;Information Technology & Services;302.0;345280.0
3693045284;298409.0;Project Manager (Data Center Move) ;75.0;HOURLY;Contract;Newport Beach, CA;0.0;1.0;337.0;Mid-Senior level;0;4.0;Staffing & Recruiting;395.0;146780.0
3693045288;131001.0;Associate Attorney;115000.0;YEARLY;Full-time;Los Angeles, CA;6.0;0.0;72.0;Associate;0;2.0;Law Practice;77.0;624.0
3693045295;1970.0;VP, Credit Analyst;135000.0;YEARLY;Full-time;Chicago, IL;22.0;0.0;160.0;Mid-Senior level;0;7.0;Banking;46289.0;409766.0
3693045296;95267.0;Bookkeeper / Office Manager with QuickBooks;50000.0;YEARLY;Full-time;Alpharetta, GA;18.0;0.0;71.0;Associate;1;1.0;Staffing & Recruiting;83.0;66018.0
3693045304;827183.0;Materials Program Manager;62.0;HOURLY;Contract;Cupertino, CA;0.0;1.0;150.0;Mid-Senior level;0;3.0;Staffing & Recruiting;640.0;484901.0
3693045379;162258.0;Accounts Payable Associate (Hybrid);20.0;HOURLY;Full-time;Oak Brook, IL;22.0;0.0;110.0;Entry level;0;6.0;Retail;13221.0;83711.0
3693045397;6044.0;IT Application Support Manager  (Dallas/Fort Worth Candidates Only. No Sponsorship. No 3rd Parties) ;115000.0;YEARLY;Full-time;Dallas-Fort Worth Metroplex;0.0;0.0;90.0;Director;0;5.0;Staffing & Recruiting;1954.0;350685.0
3693045432;162547.0;Distribution Center Senior Operations Manager;95000.0;YEARLY;Full-time;Spanaway, WA;24.0;0.0;83.0;Mid-Senior level;1;7.0;Furniture;8572.0;81935.0
3693045448;155710.0;Production Artist;53.0;HOURLY;Contract;United States;248.0;1.0;1073.0;Mid-Senior level;0;2.0;Writing & Editing;58.0;16546.0
3693045456;2124763.0;Technical Service (Water Treatment & Chemicals) Rep;47520.0;YEARLY;Full-time;Ann Arbor, MI;1.0;0.0;18.0;Associate;0;4.0;Environmental Services;362.0;7664.0
3693045463;94079.0;Jr. Operations Associate;45000.0;YEARLY;Full-time;New York, NY;36.0;0.0;285.0;Entry level;0;5.0;Financial Services;2955.0;51309.0
3693045464;89686436.0;Lead Superintendent - Data Center/Mission Critical;140000.0;YEARLY;Full-time;Dallas-Fort Worth Metroplex;7.0;0.0;29.0;Mid-Senior level;1;1.0;Staffing & Recruiting;6.0;4325.0
3693045467;4787.0;Treasury Operations Specialist;28.0;HOURLY;Contract;Dallas, TX;16.0;0.0;66.0;Associate;1;5.0;Information Technology & Services;13092.0;1304791.0
3693045487;352246.0;Information Technology Intern;14.42;HOURLY;Part-time;Mount Pleasant, SC;21.0;0.0;98.0;Internship;0;4.0;Government Administration;300.0;1539.0
3693045493;1251463.0;Manufacturing Associate;28.0;HOURLY;Full-time;Marina del Rey, CA;11.0;0.0;36.0;Mid-Senior level;0;2.0;Biotechnology;71.0;3679.0
3693045496;145137.0;Assistant Property Manager;24.0;HOURLY;Temporary;Fillmore, CA;3.0;0.0;8.0;Associate;0;4.0;Staffing & Recruiting;429.0;6033.0
3693045504;38117.0;Property Accountant;75000.0;YEARLY;Full-time;New York City Metropolitan Area;6.0;0.0;49.0;Mid-Senior level;0;3.0;Staffing & Recruiting;287.0;215856.0
3693045586;853789.0;Entry Level Sales Representative;100000.0;YEARLY;Full-time;Philadelphia, PA;11.0;0.0;70.0;Associate;1;4.0;Financial Services;530.0;7019.0
3693045680;5234457.0;Entry Level Recruitment Consultant;45000.0;YEARLY;Full-time;Austin, Texas Metropolitan Area;0.0;0.0;25.0;Entry level;1;2.0;Staffing & Recruiting;122.0;73936.0
3693045681;5260930.0;Staffing Solutions Manager;55000.0;YEARLY;Full-time;Bradenton, FL;0.0;0.0;8.0;Mid-Senior level;0;2.0;Staffing & Recruiting;123.0;14298.0
3693045710;86694680.0;Game/ Server Engineer;100000.0;YEARLY;Contract;Redmond, WA;8.0;0.0;90.0;Entry level;1;6.0;Computer Software;1954.0;227854.0
3693045711;18758749.0;Human Resources Business Partner;70000.0;YEARLY;Full-time;Grand Prairie, TX;46.0;0.0;103.0;Associate;0;2.0;Staffing & Recruiting;147.0;47046.0
3693045753;11056.0;Maintenance Technician;25.0;HOURLY;Full-time;Jean, NV;6.0;1.0;44.0;Entry level;0;5.0;Staffing & Recruiting;13096.0;1713168.0
3693045756;383369.0;Data Governance Specialist;80.0;HOURLY;Contract;New York, United States;80.0;1.0;311.0;Mid-Senior level;0;1.0;Staffing & Recruiting;77.0;72432.0
3693045799;4787.0;Customer Service Representative;17.0;HOURLY;Contract;United States;980.0;1.0;2478.0;Associate;0;5.0;Information Technology & Services;13092.0;1304791.0
3693045800;25461.0;Storage Engineer;51.0;HOURLY;Contract;Joliet, IL;0.0;0.0;198.0;Associate;0;5.0;Staffing & Recruiting;585.0;252599.0
3693045810;4787.0;Construction Scheduler;35.0;HOURLY;Contract;San Antonio, Texas Metropolitan Area;2.0;0.0;31.0;Associate;0;5.0;Information Technology & Services;13092.0;1304791.0
3693045841;8524.0;Project Coordinator, Architecture;70000.0;YEARLY;Full-time;Buffalo-Niagara Falls Area;22.0;0.0;129.0;Entry level;0;7.0;Luxury Goods & Jewelry;8804.0;1000654.0
3693045876;61677.0;Mutual Funds Accountant;30.0;HOURLY;Contract;Milwaukee, WI;3.0;0.0;15.0;Associate;0;4.0;Staffing & Recruiting;2818.0;392258.0
3693045892;743843.0;Aircraft Electrical and Electronics Engineer in Southern CA ;140000.0;YEARLY;Full-time;Santa Barbara County, CA;5.0;0.0;28.0;Mid-Senior level;0;3.0;Staffing & Recruiting;85.0;89236.0
3693045898;11553420.0;Postgres Database Developer;70.0;HOURLY;Contract;Atlanta, GA;72.0;0.0;184.0;Mid-Senior level;0;5.0;Staffing & Recruiting;1102.0;116415.0
3693045955;11553420.0;Automation Technician;30.0;HOURLY;Contract;Mebane, NC;3.0;0.0;27.0;Mid-Senior level;0;5.0;Staffing & Recruiting;1102.0;116415.0
3693045971;17975937.0;Genesis After-Sales Manager;69700.0;YEARLY;Full-time;San Marcos, CA;6.0;0.0;37.0;Entry level;0;1.0;Automotive;176.0;22448.0
3693045977;164766.0;Analytics Project Manager;51.0;HOURLY;Contract;Irvine, CA;53.0;0.0;333.0;Mid-Senior level;0;3.0;Staffing & Recruiting;726.0;340722.0
3693046080;248184.0;Billing Specialist;55000.0;YEARLY;Full-time;Columbus, OH;4.0;0.0;21.0;Associate;0;5.0;Staffing & Recruiting;748.0;108512.0
